Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Net-Zero Committed
Clear Insurance Management Ltd.,,Targets Set,Well-below 2°C,2030,No
Kimco Realty Corporation,US49446R1095,Targets Set,Well-below 2°C,2030,No
Nyskördade Morötter i Fjälkinge AB,,Targets Set,Well-below 2°C,2030,No
Agendi Inc,,Targets Set,1.5°C,2030,Yes
"Ohkawa Printing Co., Ltd.",,Targets Set,1.5°C,2030,No
Fokus Zukunft GmbH & Co. KG,,Targets Set,1.5°C,2030,No
Greenfish SA,,Targets Set,1.5°C,2030,Yes
"Nippon Weston Co.,Ltd",,Targets Set,1.5°C,2030,No
Capita Plc,GB00B23K0M20,Targets Set,1.5°C,"2030, 2025",Yes
NTT Docomo Inc.,JP316565ADB7,Targets Set,1.5°C,2030,No
Tyman plc,GB00B29H4253,Committed,,,No
Glanbia PLC,IE0000669501,Targets Set,Well-below 2°C,2030,No
ComfortDelGro Corporation Limited,SG1N31909426,Committed,,,No
McDermott International,US58003XAA00,Committed,,,No
UK Power Networks Holdings Limited,,Targets Set,Well-below 2°C,2029,No
Mitie,GB0004657408,Committed,,,No
Frazer-Nash Consultancy Ltd.,,Committed,,,No
Schroders,GB0002405495,Targets Set,1.5°C,"2025, 2030",Yes
Helen of Troy Limited,BMG4388N1065,Targets Set,1.5°C,"2030, 2025",No
Intertek Group plc,GB0031638363,Committed,,,No
Translink,,Committed,,,No
Oleter Group AB,,Targets Set,1.5°C,2030,Yes
"Regent Electron (Chongqing) Co.,Ltd.",,Committed,,,Yes
Foodmark AB,,Targets Set,1.5°C,2026,Yes
Stryhns AS,,Targets Set,1.5°C,2030,Yes
Mills AS,,Targets Set,1.5°C,2026,Yes
Switch Mobility Limited,,Committed,,,No
VALL COMPANYS GROUP,,Targets Set,1.5°C,2030,No
Sphera,,Committed,,,No
The Midcounties Co-operative,,Committed,,,Yes
ACO Technologies Ltd,,Committed,,,No
Biffa,GB00BD8DR117,Committed,,,No
"Santen Pharmaceutical Co., Ltd",JP3336000009,Targets Set,1.5°C,2030,No
LVMH,FR0000121014,Targets Set,1.5°C,2026,No
The Economist Group,,Targets Set,1.5°C,2025,No
Uludağ İçecek,,Committed,,,No
DaVita,US23918K1088,Targets Set,1.5°C,"2030, 2025",No
Dai Global LLC,,Committed,,,No
Legal & General Group PLC,GB0005603997,Committed,,,No
Forterra PLC,GB00BYYW3C20,Committed,,,Yes
Palladium Group Holdings Pty Ltd,,Targets Set,1.5°C,"2030, 2026",Yes
Aviva PLC,GB0002162385,Committed,,,Yes
PA Consulting,,Committed,,,No
Christie's International plc,,Targets Set,1.5°C,2030,Yes
DMG MORI AKTIENGESELLSCHAFT,,Targets Set,1.5°C,2030,Yes
Eversheds Sutherland (International) LLP,,Targets Set,1.5°C,2030,No
J C Bamford Excavators Ltd (JCB),,Committed,,,Yes
Computacenter PLC,,Committed,,,Yes
Bufab AB,SE0005677135,Committed,,,No
Downer EDI Limited,AU000000DOW2,Committed,,,No
"MITSUI FUDOSAN CO., LTD.",JP3893200000,Targets Set,Well-below 2°C,2030,No
"Fujitoppan Printing CO., LTD.",,Targets Set,1.5°C,2030,No
Voi Technology AB,,Targets Set,1.5°C,2030,No
Port International GmbH,,Targets Set,1.5°C,2030,No
MATSEN CHEMIE AG,,Targets Set,1.5°C,2030,No
International Paper Company,US4601461035,Targets Set,Well-below 2°C,2030,No
Countryside Properties,GB00BYPHNG03,Targets Set,1.5°C,,No
Klockner Pentaplast,,Targets Set,1.5°C,"2025, 2029",No
Bergfreunde GmbH,,Targets Set,1.5°C,2030,No
BNSF Railway,US12189LBF76,Committed,,,No
Poste Italiane S.p.A.,IT0003796171,Committed,,,Yes
DIGITAL GRID Corporation,,Targets Set,1.5°C,2030,No
Interface,US4586653044,Targets Set,1.5°C,2030,No
The British Standards Institution (BSI),,Committed,,,Yes
ENTAIN PLC,IM00B5VQMV65,Committed,,,Yes
Globant España S.A.,,Committed,,,Yes
Scottish Leather Group,,Committed,,,Yes
Trane Technologies Plc.,US456873AF50,Targets Set,1.5°C,2030,No
"Kumagai Gumi Co., Ltd.",JP3266800006,Targets Set,Well-below 2°C,2030,No
Tediber,,Targets Set,Well-below 2°C,2030,No
Galaxy Surfactants Limited,INE600K01018,Committed,,,No
Chiesi Farmaceutici S.p.A.,,Targets Set,1.5°C,"2030, 2035",No
TOTO LTD.,JP3596200000,Targets Set,Well-below 2°C,2030,No
Hormel Foods Corporation,US4404521001,Committed,,,No
Bupa,,Targets Set,1.5°C,,No
Assystem Energy and Infrastructure Ltd,,Committed,,,No
Gleeds Corporate Services Limited,,Committed,,,Yes
Jupiter Bach,,Committed,,,No
The Tata Power Company Limited,INE245A01021,Committed,,,No
NOABRANDS,,Committed,,,No
Alchem International Private Limited,,Committed,,,No
Prysmian Group,IT0004176001,Targets Set,1.5°C,2030,Yes
ReNew Power Private Limited,,Committed,,,Yes
Turner & Townsend Ltd,,Targets Set,1.5°C,2031,Yes
Lendlease,AU000000LLC3,Committed,,,No
Sipsmith,,Targets Set,1.5°C,2030,Yes
KPMG Ireland,,Targets Set,1.5°C,2030,Yes
ITV,GB0033986497,Targets Set,1.5°C,"2030, 2025",Yes
Troup Bywaters + Anders,,Targets Set,1.5°C,2030,No
LYRECO,,Committed,,,No
Shui On Land Limited,,Committed,,,No
Hyatt,,Targets Set,Well-below 2°C,2030,No
Zimmermann,,Targets Set,1.5°C,,Yes
Bank of Ireland Group,,Committed,,,No
Santa Rita Estates,,Committed,,,No
"Simplo Technology Co., Ltd.",,Committed,,,No
United Group B.V.,,Committed,,,No
KB Financial Group,,Targets Set,1.5°C,2030,No
"Armstrong World Industries, Inc.",,Committed,,,No
Van Oord,,Committed,,,Yes
Cadent,,Committed,,,No
Coor,,Committed,,,Yes
CEMENTOS ARGOS,,Committed,,,No
Mannheimer Swartling,,Committed,,,No
E.ON SE,,Committed,,,No
BUREAU VERITAS,,Committed,,,No
Lloyd’s Register,,Targets set,1.5°C,2035,No
"Product Cia de Importaciones Asiaticas, S.L..",,Targets Set,Well-below 2°C,2030,No
Identity Holdings Ltd.,,Targets Set,1.5°C,2030,No
Netflix,US64110L1061,Targets Set,1.5°C,"2030, 2025",Yes
"Seven & i Holdings Co., Ltd.",JP3422950000,Committed,,,No
Yara International ASA,NO0010208051,Committed,,,No
"Zhejiang Arcana Power Source Co., Ltd.",CNE100000NC4,Targets Set,1.5°C,,No
VP Capital,,Committed,,,No
JDE Peet’s N.V.,NL0014332678,Targets Set,Well-below 2°C,2030,No
"Deutsche Gesellschaft fur Internationale Zusammenarbeit
GmbH (GIZ)",,Targets Set,1.5°C,2025,No
J.K. Cement Ltd.,INE823G01014,Committed,,,No
SoftBank Corp.,JP3732000009,Targets Set,1.5°C,2031,No
"Huizhou TCL Mobile Communication Co,Ltd.",,Committed,,,No
Reinert Logistic GmbH & Co. KG,,Committed,,,No
Wieland Group,,Committed,,,Yes
Trivium Packaging B.V.,,Committed,,,No
STARK Group,,Targets Set,1.5°C,2030,Yes
"TCI Co., Ltd.",TW0008436007,Targets Set,1.5°C,2030,Yes
NATS,,Committed,,,Yes
Story Contracting Ltd,,Committed,,,No
ODINSA S.A.,,Targets Set,1.5°C,2030,No
Pets at Home Group,GB00BJ62K685,Committed,,,Yes
Glenmark Pharmaceuticals Limited,INE935A01035,Committed,,,No
SanMar Corporation,,Committed,,,No
Griesson – de Beukelaer GmbH & Co. KG,,Committed,,,No
HKScan Corporation,FI0009006308,Committed,,,No
Wallenius Wilhelmsen,,Committed,,,No
Żabka Polska Sp. z o. o. (Zabka Polska Sp. z o. o.),,Targets Set,1.5°C,2026,No
"Advance Auto Parts, Inc",US00751Y1064,Committed,,,No
Nutrien Ltd.,CA67077M1086,Committed,,,No
Worley Ltd,AU000000WOR2,Committed,,,Yes
Jaguar Land Rover Automotive plc,US47010BAK08,Targets Set,1.5°C,2030,Yes
Eiffage,FR0000130452,Committed,,,Yes
Verstegen Spices & Sauces,,Targets Set,Well-below 2°C,2030,No
Grosvenor Europe Limited,,Targets Set,1.5°C,2030,No
"Albertsons Companies, Inc",US0130911037,Committed,,,No
Carrier Global Corporation,US14448C1045,Committed,,,No
J.Crew Group,USFDS0DQJB19,Committed,,,No
Auto Trader Group plc,GB00BVYVFW23,Targets Set,1.5°C,"2030, 2031",Yes
CARTIER,,Targets Set,1.5°C,"2030, 2021",Yes
"Salom Electric (Xiamen) Co., Ltd.",,Committed,,,No
Yahoo Japan Corporation,,Committed,,,No
"Kagome Co., Ltd.",JP3208200000,Targets Set,1.5°C,2030,No
Industrial Bank of Korea (IBK),KR7024110009,Committed,,,No
Exyte GMBH,,Committed,,,No
Trelleborg AB,SE0000114837,Committed,,,Yes
GEA Group,DE0006602006,Targets Set,1.5°C,2030,Yes
Íslandsbanki,,Committed,,,Yes
ITP Aero,,Committed,,,Yes
"AUGA group, AB",LT0000127466,Committed,,,Yes
Primark Limited,,Committed,,,No
FirstGroup PLC,GB0003452173,Committed,,,Yes
Compass Group UK&I,GB00BD6K4575,Targets Set,1.5°C,"2030, 2022",Yes
"Kayama Kogyo Co.,Ltd.",,Targets Set,1.5°C,2030,Yes
"FORMULARIOS EUROPEOS, S.A.",,Targets Set,1.5°C,2030,No
Herbert Smith Freehills,,Targets Set,1.5°C,"2030, 2025",No
Pilgrim’s Pride Ltd.,US72147K1088,Targets Set,1.5°C,2030,No
National Grid PLC,,Targets Set,Well-below 2°C,"2031, 2034",Yes
Perstorp Holding AB,SE0007756895,Targets Set,1.5°C,2030,No
Swarovski,,Targets Set,1.5°C,2030,No
Data Communications Management Corp.,CA23761M1023,Committed,,,No
Visa Inc.,US92826C8394,Committed,,,Yes
"Yum! Brands, Inc.",US9884981013,Targets Set,1.5°C,2030,Yes
Western Power Distribution plc,,Targets set,1.5°C,2035,No
"o9 Solutions, Inc.",,Committed,,,Yes
Babcock International Group PLC,GB0009697037,Committed,,,No
Transtema Group AB,,Committed,,,No
Scandi Standard AB,SE0005999760,Committed,,,No
Johnson Matthey Plc,GB00BZ4BQC70,Targets Set,Well-below 2°C,2030,Yes
Twitter Inc,US90184L1026,Committed,,,Yes
"Etsy, Inc.",US29786A1060,Targets Set,1.5°C,2030,Yes
"Apple, Inc.",,Targets Set,1.5°C,2030,No
EnerKey Oy,,Targets Set,1.5°C,2030,No
LOM Architecture,,Targets Set,1.5°C,2030,No
Siemens Energy,DE000ENER6Y0,Targets Set,1.5°C,"2030, 2023",No
Flex Ltd.,SG9999000020,Targets Set,1.5°C,"2030, 2025",No
Grosvenor Britain & Ireland,,Targets Set,1.5°C,"2030, 2025",No
BKUK Group Ltd,,Targets Set,1.5°C,2030,Yes
WEPA Group,,Targets Set,1.5°C,2030,No
Grupo Sesé,,Committed,,,No
MALHERBE,,Committed,,,No
Norrmejerier,,Committed,,,No
"Raymond (PanYu NanSha) Electrical Appliance Development Co., Ltd.",,Committed,,,No
Chinachem Group,,Targets Set,1.5°C,2030,No
Tetra Tech,US88162G1031,Committed,,,No
Norfolk Southern Corporation,US6558441084,Targets Set,Well-below 2°C,2034,No
Bloomsbury Publishing Plc.,GB0033147751,Targets Set,1.5°C,"2030, 2035",No
Cementir Holding N.V.,NL0013995087,Targets Set,Well-below 2°C,2030,No
Telent Technology  Services Ltd,,Committed,,,No
"Sichuan Yongxiang Co., LTD.",,Committed,,,No
"Inmobiliaria Colonial, SOCIMI, S.A.",ES0139140174,Committed,,,No
Grupo SOMA,,Committed,,,Yes
Grupo Bimbo SAB de CV,MXP495211262,Targets Set,1.5°C,"2030, 2025",Yes
"Interpublic Group of Companies, Inc.",US4606901001,Committed,,,No
Asahi Europe & International,,Committed,,,Yes
Mercer International,US5880561015,Committed,,,No
TCE Vina Denim Joint Stock Company,,Committed,,,Yes
"SECOM Co., Ltd.",JP3421800008,Targets Set,Well-below 2°C,2030,Yes
Osborne Infrastructure Limited,,Committed,,,Yes
Viridor,,Committed,,,Yes
Grupo Ferrer Internacional SA,,Targets Set,1.5°C,"2030, 2024",Yes
TK Elevator GmbH,,Committed,,,Yes
Chocoladefabriken Lindt & Sprüngli AG,CH0010570759,Committed,,,Yes
"ABASIC, S.A.",,Committed,,,No
Branston Ltd,,Committed,,,No
Samskip B.V.,,Committed,,,Yes
Halfords Group PLC,GB00B012TP20,Committed,,,Yes
Nexi SpA,IT0005366767,Targets Set,1.5°C,"2030, 2025",Yes
Nordzucker,,Committed,,,No
Westfalia Fruit International,,Committed,,,No
cosnova beauty GmbH,,Committed,,,No
Kazan Soda Elektrik Üretim A.S.,,Committed,,,No
Cascades Inc.,CA1469001053,Committed,,,No
Magna International,CA5592224011,Committed,,,No
The Home Depot,US4370761029,Committed,,,No
CVENT Inc.,,Committed,,,No
Manulife Financial Corporation,CA56501R1064,Committed,,,Yes
Tricorona Climate Partner AB,,Targets Set,1.5°C,2030,No
Kungsleden AB,SE0000549412,Targets Set,1.5°C,2030,No
Internet Fusion Ltd,,Targets Set,1.5°C,2030,Yes
"Luis Simões, S.G.P.S., S.A.",,Committed,,,No
SAGEMCOM,,Committed,,,No
"Nasdaq, Inc.",US6311031081,Committed,,,No
Tubex Tubenfabrik Wolfsberg GmbH,,Committed,,,No
Ontex,BE0974276082,Committed,,,No
McKesson Corporation,US58155Q1031,Committed,,,No
Quattro Plant Ltd,,Committed,,,No
Go-Ahead Holdings Limited,GB0003753778,Targets Set,1.5°C,2035,No
Sergel Group,,Committed,,,No
Swiss Post,,Committed,,,Yes
ESKA BV,,Targets Set,1.5°C,2030,No
OSW Corporation,,Targets Set,Well-below 2°C,2030,No
Eti Soda A.S.,,Committed,,,No
Chicony Electronics Co. Ltd.,TW0002385002,Committed,,,No
Vistry Group,GB0001859296,Committed,,,Yes
TITAN Cement Group,BE0974338700,Targets Set,Well-below 2°C,2030,Yes
CPI Property Group S.A.,LU0251710041,Committed,,,No
Arca Continental S.A.B. de C.V,MX01AC100006,Committed,,,No
"SAGAWA EXPRESS CO.,LTD",,Committed,,,No
Weyerhaeuser Company,US9621661043,Targets Set,1.5°C,2030,Yes
Oakland International Ltd.,,Committed,,,Yes
Edelman,,Committed,,,Yes
WSH UK & Ireland Limited,,Committed,,,Yes
Ypsomed AG,CH0019396990,Committed,,,Yes
BAE Systems PLC,GB0002634946,Committed,,,Yes
Smithfield Foods,USU83223AM61,Committed,,,No
Gruppo Armani,,Targets Set,1.5°C,"2030, 2029",No
BioMar Group,,Committed,,,Yes
Azul S.A,BRAZULACNPR4,Committed,,,Yes
St. Modwen Properties PLC,,Committed,,,Yes
Channel 4,,Committed,,,No
Allen & Overy LLP,,Targets Set,1.5°C,2030,No
"Williams-Sonoma, Inc.",US9699041011,Targets Set,1.5°C,2030,No
Encon NV,,Targets Set,1.5°C,2030,No
British Broadcasting Corporation,,Targets Set,1.5°C,2031,Yes
GRUPO ACOTRAL,,Committed,,,No
Lamb Weston / Meijer vof,,Committed,,,No
Lamb Weston Holdings,US5132721045,Committed,,,No
SOMFY,,Targets Set,1.5°C,2030,No
"InfoVision Electronics (Kunshan) Co., Ltd.",,Committed,,,No
LEG Immobilien SE,DE000LEG1110,Committed,,,No
"Citrix Systems, Inc.",US1773761002,Committed,,,No
"Trinity Partners, LLC d/b/a Trinity Life Sciences",,Committed,,,No
Kaufman & Broad,FR0004007813,Committed,,,No
The Financial Times Limited,,Committed,,,Yes
"Trina Solar Co., Ltd.",,Committed,,,No
Sino Land Company Limited,HK0083000502,Committed,,,Yes
NG Bailey Group Ltd,,Committed,,,Yes
Jungheinrich AG,DE0006219934,Committed,,,Yes
SPIE,FR0012757854,Targets Set,1.5°C,2025,No
FlowCon International ApS,,Targets Set,Well-below 2°C,2030,No
L.E. Vegetables Company Aktiebolag,,Targets Set,1.5°C,2030,No
Commercial Corporate Services Limited,,Targets Set,1.5°C,2030,No
Chiquita Brands International Sàrl,,Targets Set,Well-below 2°C,"2030, 2025",No
Mirae Asset Securities,KR7006800007,Committed,,,No
Deutsche Börse Group,,Committed,,,No
Global Fashion Group S.A.,,Committed,,,No
Groupe Bruxelles Lambert,BE0003797140,Targets Set,1.5°C,2030,No
GETLINK,FR0010533075,Targets Set,1.5°C,2025,No
RETAL,,Committed,,,No
Boohoo Group PLC,JE00BG6L7297,Targets Set,1.5°C,2030,No
Semcon AB,SE0000379497,Committed,,,No
ECOM Agroindustrial Corp Ltd,,Committed,,,Yes
WS Audiology,,Committed,,,No
"Yum China Holdings, Inc.",US98850P1093,Committed,,,Yes
Currys plc,GB00B4Y7R145,Targets Set,1.5°C,2030,Yes
Corteva Agriscience,US22052L1044,Committed,,,No
"Globe Telecom, Inc.",PHY272571498,Committed,,,Yes
Aigle International SA,,Committed,,,No
JBA Group Limited,,Committed,,,Yes
JBS,BRJBSSACNOR8,Committed,,,Yes
Kenya Electricity Generating Company PLC,,Committed,,,No
Vistra Corp.,US92840M1027,Committed,,,No
TCT-Speditions GmbH,,Targets Set,Well-below 2°C,2030,No
BPR Group,,Targets Set,Well-below 2°C,2030,No
Port of Newcastle,,Targets Set,Well-below 2°C,2030,No
Value Frontier,,Targets Set,1.5°C,2030,No
denkstatt GmbH,,Targets Set,1.5°C,2030,No
"Tanihata Co., Ltd.,",,Targets Set,1.5°C,2030,No
Sealed Air Corp.,US81211K1007,Targets Set,1.5°C,2030,No
Majid Al Futtaim Properties,,Committed,,,Yes
Moy Park Limited,,Targets Set,Well-below 2°C,2030,No
Western Digital,US9581021055,Targets Set,1.5°C,2030,No
Panera Bread,,Committed,,,No
"Nishimatsu Construction Co., Ltd.",JP3659200004,Committed,,,No
Sanoma Corporation,FI0009007694,Committed,,,No
CWT,,Committed,,,No
Convoy,,Committed,,,No
Elekta AB,SE0000163628,Committed,,,No
Gregory Distribution (Holdings) Limited,,Committed,,,No
"Décor (Suzhou) Co., Ltd.",,Committed,,,No
WestRock Company,US96145D1054,Committed,,,No
Avanti West Coast,,Committed,,,Yes
Chindata Group,,Committed,,,No
BRF S.A.,BRBRFSACNOR8,Committed,,,Yes
Haworth Inc.,,Committed,,,Yes
Provident Financial plc,GB00B1Z4ST84,Committed,,,No
DWF Group PLC,,Committed,,,Yes
Snam S.p.A.,IT0003153415,Committed,,,No
DS Smith,,Committed,,,Yes
Linklaters LLP,,Targets Set,1.5°C,2030,No
RTS Transport Service GmbH,,Targets Set,Well-below 2°C,2030,No
Dott,,Targets Set,1.5°C,2030,No
"Yashima Construction Co,ltd",,Targets Set,1.5°C,2030,No
"Tokyo Tatemono Co., Ltd.",JP3582600007,Targets Set,Well-below 2°C,2030,No
AmerisourceBergen Corporation,US03073E1055,Committed,,,No
Skånemejerier AB,,Committed,,,No
Aecon Group Inc.,CA00762V1094,Committed,,,No
DT Global,,Committed,,,No
LEAX Group AB,,Committed,,,No
Landgard Obst & Gemüse GmbH & Co.KG,,Committed,,,No
"GoodWay Technology Co.,Ltd.",,Committed,,,No
BMC Software,,Committed,,,Yes
AbbVie,US00287Y1091,Committed,,,No
Fyffes,,Targets Set,1.5°C,2025,No
Kier Group plc,GB0004915632,Committed,,,Yes
"Shanying International Holdings Co., Ltd.",CNE0000019B0,Committed,,,No
BCE inc.,CA05534B7604,Committed,,,No
BIC Services Pty Limited,,Targets Set,1.5°C,2030,No
CLS Holdings PLC,GB00BF044593,Committed,,,No
The Howard de Walden Estate,,Targets Set,1.5°C,2030,No
AS&K Group Ltd,,Targets Set,1.5°C,2030,Yes
Taylors Wines,,Targets Set,1.5°C,2030,Yes
Etivoet,,Targets Set,1.5°C,2030,No
"MIC Co., Ltd",,Targets Set,1.5°C,2030,No
"Equinix, Inc.",US29444U7000,Targets Set,1.5°C,"2030, 2025",No
Siam Cement Public Company Limited (SCG),TH0003010Z04,Committed,,,No
Alkaram Towel Industries (Pvt.) Ltd.,,Committed,,,No
Glanbia Ireland DAC,,Committed,,,No
Churchill Contract Services Group Holdings Limited,,Committed,,,No
"CEMEX, S.A.B de C.V.",MXP225611567,Targets Set,Well-below 2°C,2030,Yes
Renesas Electronics Corporation,JP3164720009,Committed,,,No
Camper S.L.,,Committed,,,No
ZF Friedrichshafen AG,DE0007851008,Targets Set,1.5°C,2030,Yes
Galliford Try Holdings Plc,,Committed,,,No
Sage,,Committed,,,Yes
OTB,,Committed,,,No
Autoliv Inc,US0528001094,Targets Set,1.5°C,2030,Yes
Prada Group,IT0003874101,Targets set,1.5°C,"2026, 2029",Yes
Ubisoft Entertainment,FR0000054470,Committed,,,No
John Menzies plc,GB0005790059,Committed,,,Yes
Daitomiunyu Co.Ltd.,,Targets Set,Well-below 2°C,2030,No
dbramante1928,,Targets Set,1.5°C,2030,Yes
TMS Consultancy t/a Antaris Consulting,,Targets Set,1.5°C,2030,No
Hamada Co,,Targets Set,1.5°C,2030,No
CLIMACT,,Targets Set,1.5°C,2030,No
Lifestraw,,Targets Set,1.5°C,2030,No
"Machi Mirai Seisakusyo Co., Ltd.",,Targets Set,1.5°C,2030,No
The Southern Co-operative,,Targets Set,1.5°C,2030,Yes
Semler Gruppen,,Committed,,,No
Sir Robert McAlphine,,Committed,,,No
"NGK SPARK PLUG CO., LTD.",JP3738600000,Committed,,,No
"Chicony Power Technology Co., Ltd.",TW0006412000,Committed,,,No
Keepmoat Homes,,Committed,,,Yes
Dialight Plc,,Committed,,,Yes
Wealmoor Ltd.,,Committed,,,Yes
Apoteket AB,,Committed,,,No
Schindler Group,CH0024638196,Committed,,,Yes
Dechra Pharmaceuticals PLC,GB0009633180,Committed,,,Yes
REDEVCO B.V.,,Committed,,,Yes
"Weihai Luda Art & Craft Co., Ltd.",,Targets Set,Well-below 2°C,2030,No
"GenerationHope, Inc.",,Targets Set,Well-below 2°C,2030,No
"ZHEJIANG MAYANG INDUSTRIES CO.,LTD",,Targets Set,1.5°C,2030,No
Alpkit,,Targets Set,1.5°C,2030,No
"E-Konzal Co., Ltd",,Targets Set,1.5°C,2030,No
Essinge Rail AB,,Targets Set,1.5°C,2030,No
SkyCell AG,,Targets Set,1.5°C,2030,No
Open Farm Inc.,,Targets Set,1.5°C,2030,No
ECOS,,Targets Set,1.5°C,2030,No
Dover Corporation,US2600031080,Targets Set,Well-below 2°C,2030,No
SCSK Corporation,JP3400400002,Targets Set,1.5°C,2031,No
Shoprite Holdings (Pty) Ltd,ZAE000012084,Committed,,,No
Cermaq Group,NO0010003882,Targets Set,Well-below 2°C,2030,No
bioMerieux,FR0013280286,Targets Set,1.5°C,2034,No
AGRANA Beteiligungs-AG,AT000AGRANA3,Committed,,,No
"Kohl's, Inc.",US5002551043,Committed,,,No
Fnac Darty,FR0011476928,Committed,,,No
Eltel AB,SE0006509949,Committed,,,No
CK Hutchison Group Telecom Holdings Limited,,Committed,,,No
SUMIDA CORPORATION,JP3400800003,Committed,,,No
Posten Norge AS,NO0010745532,Targets Set,1.5°C,2030,No
Carnegie Fonder AB,,Targets Set,1.5°C,,No
Wacker Chemie AG,DE000WCH8881,Targets Set,1.5°C,2030,Yes
C&C Group plc,IE00B010DT83,Committed,,,No
"Hulic Co., Ltd.",JP3360800001,Committed,,,No
Wilo Group,,Committed,,,No
GRI Renewable Industries,,Committed,,,No
Yapı ve Kredi Bankası A.Ş.,TRAYKBNK91N6,Committed,,,No
John Lewis Partnership,,Committed,,,Yes
KME Germany GmbH,,Committed,,,Yes
Groupe iliad,FR0004035913,Committed,,,No
Geotab,,Committed,,,No
American Airlines,US02376R1023,Committed,,,Yes
Navitas Semiconductor Ltd.,,Targets Set,1.5°C,2030,No
Sonoco Products Company,US8354951027,Targets Set,Well-below 2°C,2030,No
Cikautxo,,Committed,,,No
EVN AG,AT0000741053,Targets Set,Well-below 2°C,2034,No
Jungbunzlauer International AG,,Committed,,,No
St. James's Place,GB0007669376,Committed,,,Yes
Zebra A/S (Flying Tiger Copenhagen),,Targets Set,1.5°C,2026,No
La-Z-Boy Incorporated,US5053361078,Committed,,,Yes
Altice Portugal,,Committed,,,Yes
Plastic Omnium SE,FR0000124570,Targets Set,1.5°C,2026,Yes
ColliCare Logistics AS,,Committed,,,Yes
Mulberry Group plc,GB0006094303,Committed,,,Yes
Singapore Exchange Limited,SG1J26887955,Committed,,,No
Dana Incorporated,US2358252052,Committed,,,No
Willhem AB,,Targets Set,1.5°C,2030,No
Specialfastigheter Sverige AB,SE0011413889,Targets Set,1.5°C,2030,No
"Nature's Way Co., Ltd",,Targets Set,1.5°C,2030,No
"YUTACOLOGY Co.,Ltd.",,Targets Set,1.5°C,2030,No
"Empire State Realty Trust, Inc.",US2921041065,Committed,,,No
Mercury Engineering,,Committed,,,No
Bocar Group,,Committed,,,No
ManpowerGroup Inc.,US56418H1005,Targets Set,1.5°C,2030,Yes
Parfums Christian Dior’s,,Targets Set,1.5°C,2030,No
Shoe Premier II (Cambodia) CO. Limited,,Targets Set,1.5°C,2030,No
Indo Count,INE483B01026,Committed,,,No
Thermo Fisher Scientific Inc.,US8835561023,Committed,,,Yes
Sapphire Finishing Mills Limited,,Committed,,,No
AVEVA,GB00BBG9VN75,Committed,,,Yes
Avison Young (UK) Limited,,Committed,,,Yes
Catalent Pharma Solutions,XS2125169024,Committed,,,No
Chime Communications,GBFDS0G4QH65,Committed,,,Yes
SLR Global Ltd,,Committed,,,Yes
Meggitt PLC,GB0005758098,Committed,,,Yes
AB SKF,SE0000108227,Committed,,,Yes
Scatec ASA,NO0010715139,Committed,,,Yes
Withincompliance LLC dba Virtuosity Consulting,,Targets Set,1.5°C,2030,No
Back Market,,Targets Set,1.5°C,2030,No
RECYCLE inn KYOTO,,Targets Set,1.5°C,2030,No
Sunrock Investments B.V.,,Targets Set,1.5°C,2030,No
NEXANS,FR0000044448,Committed,,,No
NetApp Inc.,US64110D1046,Committed,,,No
ASTM S.p.A.,IT0000084027,Targets Set,Well-below 2°C,2030,No
"Hitachi Astemo, Ltd",,Committed,,,No
Revolution Bars Group plc,,Committed,,,Yes
AcBel Polytech Inc.,TW0006282007,Committed,,,No
Silgan Plastics,US8270481091,Committed,,,No
JACKY PERRENOT,,Committed,,,No
"Intouch Group, LLC",,Committed,,,No
Ogier,,Committed,,,Yes
Electricity North West Ltd,,Committed,,,No
Iguá Saneamento S.A.,,Committed,,,No
Keltbray Group,,Committed,,,No
AkzoNobel,,Targets Set,1.5°C,2030,No
Erith,,Committed,,,Yes
Maintel Holdings Plc,GB00B046YG73,Committed,,,Yes
LG Electronics Inc.,KR7066570003,Targets Set,1.5°C,2030,No
ISDIN S.A.,,Committed,,,No
RADNIK EXPORTS,,Committed,,,Yes
TIM Group,,Committed,,,No
"Advantech Co., Ltd.",TW0002395001,Targets Set,Well-below 2°C,2030,No
Oesse srl,,Targets Set,1.5°C,2030,No
"GET-IT CO., LTD.",,Targets Set,1.5°C,2030,No
io oil & gas UK LLP,,Targets Set,1.5°C,2030,No
EWE AG,,Committed,,,No
De La Rue plc,GB00B3DGH821,Committed,,,No
UDR,US9026531049,Committed,,,No
Vidrala,ES0183746314,Committed,,,Yes
BGIS,,Committed,,,No
Fujikura Ltd,JP3811000003,Committed,,,No
Galliker Transport AG,,Committed,,,No
Northern Powergrid,XS0082800375,Targets Set,1.5°C,2034,No
FMC Corporation,US3024913036,Committed,,,Yes
Rogers & Company Limited,MU0039N00001,Committed,,,Yes
Ambu,DK0060946788,Committed,,,No
DP World,XS1078764302,Committed,,,Yes
Gensler,,Committed,,,No
Big Yellow,GB0002869419,Committed,,,No
Razer Inc.,,Committed,,,No
Hindustan Zinc Limited,INE267A01025,Targets Set,1.5°C,2026,Yes
apetito (UK) Limited,,Targets Set,1.5°C,2035,No
BRISA BRIDGESTONE SABANCI TYRE MANUFACTURING AND TRADING INC.,TRABRISA91E3,Targets Set,1.5°C,2030,No
Canada Post | Postes Canada,,Targets Set,Well-below 2°C,"2030, 2025",No
